,id,Name,position,team,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date
34,736034,Adam Ounas,Right Winger,cagliari-calcio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,221540,Kiril Despodov,Right Winger,cagliari-calcio,21/22,Ankle Injury,11,"Sep 16, 2021","Sep 27, 2021",19/20,Ankle Injury,116,"Feb 7, 2020","Jun 2, 2020",18/19,Muscle Fatigue,7,"Mar 13, 2019","Mar 20, 2019",18/19,Lumbago,6,"Feb 21, 2019","Feb 27, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,54928,Zito Luvumbo,Right Winger,cagliari-calcio,21/22,Patella problems,15,"Oct 17, 2021","Nov 1, 2021",21/22,Knee Problems,15,"Sep 7, 2021","Sep 22, 2021",20/21,Muscle Fatigue,14,"Dec 24, 2020","Jan 7, 2021",20/21,Corona virus,28,"Nov 20, 2020","Dec 18, 2020",19/20,Muscular problems,11,"Jun 8, 2020","Jun 19, 2020",19/20,Muscle Injury,29,"Aug 1, 2019","Aug 30, 2019",18/19,Hamstring Injury,9,"Apr 10, 2019","Apr 19, 2019",18/19,Muscle Injury,12,"Jan 27, 2019","Feb 8, 2019",18/19,Muscle Injury,29,"Nov 11, 2018","Dec 10, 2018",18/19,Muscle Injury,10,"Oct 28, 2018","Nov 7, 2018",17/18,Knock,4,"Mar 6, 2018","Mar 10, 2018",17/18,Facial Injury,9,"Feb 5, 2018","Feb 14, 2018",17/18,Knock,4,"Nov 8, 2017","Nov 12, 2017",16/17,Groin Injury,17,"Feb 8, 2017","Feb 25, 2017",16/17,Sprained ankle,5,"Sep 29, 2016","Oct 4, 2016"
37,63531,Jo??o Pedro,Second Striker,cagliari-calcio,19/20,Knee Problems,19,"Feb 11, 2020","Mar 1, 2020",19/20,Knee Injury,55,"Dec 7, 2019","Jan 31, 2020",19/20,Knee Problems,27,"Nov 1, 2019","Nov 28, 2019",16/17,Knee inflammation ,10,"Nov 5, 2016","Nov 15, 2016",16/17,Meniscal Injury,30,"Sep 25, 2016","Oct 25, 2016",15/16,Muscle Injury,33,"Jan 28, 2016","Mar 1, 2016",15/16,Knee Problems,12,"Dec 6, 2015","Dec 18, 2015",15/16,Muscle Injury,39,"Oct 26, 2015","Dec 4, 2015",14/15,Cartilage Damage,324,"Nov 3, 2014","Sep 23, 2015",13-12,Biceps femoris muscle injury,4,"May 7, 2013","May 11, 2013",,,,,,,,,,,,,,,,,,,,,,,,,
38,136514,Giovanni Simeone,Centre-Forward,cagliari-calcio,20/21,Calf Problems,22,"Nov 14, 2020","Dec 6, 2020",19/20,Achilles Irritation,25,"Oct 3, 2019","Oct 28, 2019",18/19,Unknown Injury,51,"Nov 29, 2018","Jan 19, 2019",18/19,Disrupted Calf Muscle,51,"Sep 25, 2018","Nov 15, 2018",17/18,Calf Problems,13,"Mar 13, 2018","Mar 26, 2018",17/18,Influenza,3,"Jul 30, 2017","Aug 2, 2017",15/16,Torn muscle bundle,29,"Aug 6, 2015","Sep 4, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,184894,Leonardo Pavoletti,Centre-Forward,cagliari-calcio,20/21,Muscular problems,14,"Jan 30, 2021","Feb 13, 2021",20/21,Muscular problems,9,"Dec 12, 2020","Dec 21, 2020",19/20,Hamstring Injury,36,"Jan 6, 2020","Feb 11, 2020",18/19,Unknown Injury,8,"Dec 20, 2018","Dec 28, 2018",18/19,Unknown Injury,37,"Sep 22, 2018","Oct 29, 2018",17/18,Sprain,46,"Oct 22, 2017","Dec 7, 2017",16/17,Muscle Injury,22,"May 10, 2017","Jun 1, 2017",16/17,Tear in a joint capsule,63,"Nov 2, 2016","Jan 4, 2017",16/17,Distortion of the ankle,30,"Sep 23, 2016","Oct 23, 2016",15/16,Unknown Injury,9,"Oct 16, 2015","Oct 25, 2015",13-12,Overstretching,14,"Dec 22, 2012","Jan 5, 2013",,,,,,,,,,,,,,,,,,,,
40,282388,Alberto Cerri,Centre-Forward,cagliari-calcio,20/21,Bruise,3,"Mar 3, 2021","Mar 6, 2021",20/21,Corona virus,17,"Nov 25, 2020","Dec 12, 2020",16/17,Shin bone bruise,7,"May 7, 2017","May 14, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,167796,Gianluca Contini,Centre-Forward,cagliari-calcio,21/22,Hip Injury,118,"Jul 14, 2021",-,20/21,Thigh Problems,103,"Dec 19, 2020","Apr 1, 2021",20/21,Hamstring Injury,18,"Nov 7, 2020","Nov 25, 2020",19/20,Inguinal Hernia,42,"May 18, 2020","Jun 29, 2020",19/20,Hamstring Injury,34,"Feb 10, 2020","Mar 15, 2020",18/19,Unknown Injury,156,"May 8, 2019","Oct 11, 2019",18/19,Unknown Injury,36,"Apr 28, 2019","Jun 3, 2019",18/19,Muscular problems,11,"Feb 11, 2019","Feb 22, 2019",18/19,Lumbago,14,"Nov 14, 2018","Nov 28, 2018",17/18,Thigh Problems,12,"Dec 9, 2017","Dec 21, 2017",16/17,Leg Injury,35,"Jan 23, 2017","Feb 27, 2017",15/16,Strain,14,"Feb 7, 2016","Feb 21, 2016",15/16,Contracture,4,"Dec 24, 2015","Dec 28, 2015",15/16,Inflammation,2,"Oct 2, 2015","Oct 4, 2015",14/15,Muscular problems,79,"Oct 29, 2014","Jan 16, 2015"
0,543736,Salvatore Sirigu,Goalkeeper,fc-turin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,538072,Vanja Milinkovi??-Savi??,Goalkeeper,fc-turin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,417896,Samir Ujkani,Goalkeeper,fc-turin,21/22,Muscle Fatigue,3,"Sep 14, 2021","Sep 17, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,386446,Antonio Rosati,Goalkeeper,fc-turin,20/21,Corona virus,16,"Feb 18, 2021","Mar 6, 2021",20/21,Unknown Injury,5,"Jan 1, 2021","Jan 6, 2021",17/18,Elbow Injury,33,"Apr 5, 2018","May 8, 2018",16/17,Nasal Bone Fracture,15,"Feb 11, 2017","Feb 26, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,134883,Razvan Sava,Goalkeeper,fc-turin,21/22,Ankle Injury,11,"Aug 9, 2021","Aug 20, 2021",20/21,Unknown Injury,3,"Mar 17, 2021","Mar 20, 2021",20/21,Corona virus,12,"Feb 23, 2021","Mar 7, 2021",19/20,Ruptured cruciate ligament,217,"May 29, 2020","Jan 1, 2021",19/20,Calf Problems,22,"Jan 22, 2020","Feb 13, 2020",19/20,Knee Injury,28,"Dec 18, 2019","Jan 15, 2020",19/20,Distortion of the ankle,14,"Nov 5, 2019","Nov 19, 2019",18/19,Knee Problems,13,"Jan 13, 2019","Jan 26, 2019",18/19,Sprain,5,"Aug 22, 2018","Aug 27, 2018",17/18,Knee Problems,24,"Aug 10, 2017","Sep 3, 2017",15/16,Sideband injury,19,"Sep 28, 2015","Oct 17, 2015",14/15,Unknown Injury,28,"Aug 15, 2014","Sep 12, 2014",,,,,,,,,,,,,,,
5,562287,Bremer,Centre-Back,fc-turin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,338425,Armando Izzo,Centre-Back,fc-turin,19/20,Distortion of the ankle,9,"Oct 19, 2019","Oct 28, 2019",17/18,Muscular problems,7,"Apr 30, 2018","May 7, 2018",17/18,Bruised Knee,5,"Apr 12, 2018","Apr 17, 2018",16/17,Knock,12,"Apr 16, 2017","Apr 28, 2017",16/17,Muscle Injury,21,"Mar 6, 2017","Mar 27, 2017",16/17,Tear in the abductor muscle,44,"Aug 2, 2016","Sep 15, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,534174,Lyanco,Centre-Back,fc-turin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,234523,Nicolas N'Koulou,Centre-Back,fc-turin,20/21,Fitness,15,"Feb 20, 2021","Mar 7, 2021",20/21,Corona virus,19,"Jan 31, 2021","Feb 19, 2021",19/20,Stiffness,10,"Jul 21, 2020","Jul 31, 2020",19/20,Muscle Fatigue,4,"Jun 22, 2020","Jun 26, 2020",18/19,Sprain,9,"Apr 20, 2019","Apr 29, 2019",17/18,Knee Injury,133,"Nov 29, 2017","Apr 11, 2018",16/17,Groin Injury,98,"Apr 10, 2017","Jul 17, 2017",16/17,Muscle Injury,31,"Jan 9, 2017","Feb 9, 2017",16/17,Pubis bone irritation,49,"Aug 27, 2016","Oct 15, 2016",15/16,Hamstring Injury,18,"Feb 6, 2016","Feb 24, 2016",15/16,Hamstring Injury,23,"Dec 7, 2015","Dec 30, 2015",15/16,Hamstring Injury,36,"Oct 15, 2015","Nov 20, 2015",15/16,Concussion,6,"Sep 23, 2015","Sep 29, 2015",,,,,,,,,,
9,167727,Alessandro Buongiorno,Centre-Back,fc-turin,21/22,Peroneus tendon injury,42,"Aug 28, 2021","Oct 9, 2021",20/21,Corona virus,19,"Feb 23, 2021","Mar 14, 2021",20/21,Knee Problems,6,"Nov 22, 2020","Nov 28, 2020",20/21,Bruised Knee,2,"Nov 1, 2020","Nov 3, 2020",19/20,Bruised Hip,19,"Nov 24, 2019","Dec 13, 2019",17/18,Knee Injury,32,"Dec 27, 2017","Jan 28, 2018",17/18,Knee Injury,25,"Oct 2, 2017","Oct 27, 2017",16/17,Influenza,0,"Nov 24, 2016","Nov 24, 2016",16/17,Hamstring Injury,21,"Sep 5, 2016","Sep 26, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,32113,Erick Ferigra,Centre-Back,fc-turin,21/22,Calf Injury,15,"Sep 9, 2021","Sep 24, 2021",20/21,Muscular problems,6,"May 9, 2021","May 15, 2021",20/21,Head Injury,14,"Jan 22, 2021","Feb 5, 2021",19/20,Muscle bruise,4,"Jul 27, 2020","Jul 31, 2020",19/20,Knee Problems,5,"Jul 18, 2020","Jul 23, 2020",17/18,Calf Strain,45,"Mar 27, 2018","May 11, 2018",17/18,Knee Injury,44,"Feb 3, 2018","Mar 19, 2018",17/18,Flu,1,"Jan 5, 2018","Jan 6, 2018",16/17,Muscular problems,15,"Mar 18, 2017","Apr 2, 2017",16/17,Bruise,4,"Oct 26, 2016","Oct 30, 2016",15/16,Leg Injury,8,"Apr 8, 2016","Apr 16, 2016",13/14,Meniscal Injury,33,"Jan 26, 2014","Feb 28, 2014",,,,,,,,,,,,,,,
11,379807,Christian Celesia,Centre-Back,fc-turin,20/21,Lumbago,20,"Mar 29, 2021","Apr 18, 2021",19/20,Medial Collateral Ligament Injury,58,"Nov 18, 2019","Jan 15, 2020",19/20,Muscular problems,34,"Aug 1, 2019","Sep 4, 2019",18/19,Unknown Injury,17,"Feb 3, 2019","Feb 20, 2019",17/18,Foot surgery,142,"May 10, 2018","Sep 29, 2018",17/18,Foot Injury,137,"Dec 23, 2017","May 9, 2018",17/18,Distortion of the ankle,20,"Oct 14, 2017","Nov 3, 2017",17/18,Tonsillitis,16,"Aug 6, 2017","Aug 22, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,498557,Nicola Murru,Left-Back,fc-turin,19/20,Distortion of the ankle,6,"Feb 12, 2020","Feb 18, 2020",17/18,Injury to the ankle,4,"May 4, 2018","May 8, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,331501,Ricardo Rodr??guez,Left-Back,fc-turin,19/20,Unknown Injury,5,"Jun 15, 2020","Jun 20, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,568617,Cristian Ansaldi,Left-Back,fc-turin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,637117,Wilfried Singo,Right-Back,fc-turin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,60577,M??rgim Vojvoda,Right-Back,fc-turin,20/21,Corona virus,34,"Feb 26, 2021","Apr 1, 2021",20/21,Muscle Fatigue,7,"Jan 21, 2021","Jan 28, 2021",14/15,Knee Injury,54,"Feb 5, 2015","Mar 31, 2015",14/15,Knee Injury,5,"Dec 1, 2014","Dec 6, 2014",13/14,Knee Injury,3,"Jan 25, 2014","Jan 28, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,6442,Rolando Mandragora,Defensive Midfield,fc-turin,12-11,Thigh Problems,27,"Apr 4, 2012","May 1, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,225873,Soualiho Me??t??,Defensive Midfield,fc-turin,20/21,Corona virus,22,"Feb 20, 2021","Mar 14, 2021",19/20,Bruised Foot,3,"Jun 29, 2020","Jul 2, 2020",19/20,Tear in the abductor muscle,30,"Oct 1, 2019","Oct 31, 2019",18/19,Distortion of the ankle,13,"Jan 12, 2019","Jan 25, 2019",17/18,Muscle Injury,28,"Nov 25, 2017","Dec 23, 2017",15/16,Fractured Rib,25,"Mar 10, 2016","Apr 4, 2016",15/16,Muscular problems,13,"Jul 16, 2015","Jul 29, 2015",13/14,Knock,48,"Jul 3, 2013","Aug 20, 2013",13-12,Head Injury,23,"May 25, 2013","Jun 17, 2013",13-12,Fractured Rib,35,"Apr 5, 2013","May 10, 2013",,,,,,,,,,,,,,,,,,,,,,,,,
19,245056,Tom??s Rinc??n,Defensive Midfield,fc-turin,20/21,Corona virus,14,"Nov 21, 2020","Dec 5, 2020",19/20,Bruise,4,"Dec 6, 2019","Dec 10, 2019",19/20,Calf Problems,10,"Sep 17, 2019","Sep 27, 2019",17/18,Torn Muscle Fibre,14,"Mar 28, 2018","Apr 11, 2018",17/18,Muscle Injury,21,"Nov 15, 2017","Dec 6, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,516716,Altin Kryeziu,Defensive Midfield,fc-turin,21/22,Ankle Injury,14,"Aug 27, 2021","Sep 10, 2021",20/21,Corona virus,18,"Feb 24, 2021","Mar 14, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,130360,Karol Linetty,Central Midfield,fc-turin,21/22,Biceps femoris muscle injury,28,"Oct 2, 2021","Oct 30, 2021",21/22,Muscle Fatigue,13,"Sep 10, 2021","Sep 23, 2021",20/21,Adductor problems,16,"Dec 3, 2020","Dec 19, 2020",20/21,Thigh Problems,8,"Nov 22, 2020","Nov 30, 2020",19/20,Hamstring Injury,18,"Jun 7, 2020","Jun 25, 2020",19/20,Fever,3,"Feb 15, 2020","Feb 18, 2020",18/19,Muscle Fatigue,2,"Apr 6, 2019","Apr 8, 2019",18/19,Muscle Injury,58,"Oct 20, 2018","Dec 17, 2018",17/18,Biceps femoris muscle injury,25,"Jan 28, 2018","Feb 22, 2018",16/17,Overstretching,7,"Apr 21, 2017","Apr 28, 2017",16/17,Torn Ankle Ligament,84,"Oct 29, 2016","Jan 21, 2017",16/17,Bruised Ankle,5,"Oct 18, 2016","Oct 23, 2016",15/16,Hamstring Injury,19,"Nov 6, 2015","Nov 25, 2015",14/15,Strain,21,"Apr 7, 2015","Apr 28, 2015",13-12,Biceps femoris muscle injury,22,"Dec 14, 2012","Jan 5, 2013"
22,648779,Sasa Lukic,Central Midfield,fc-turin,20/21,Knee inflammation ,27,"Mar 17, 2021","Apr 13, 2021",20/21,Corona virus,22,"Feb 23, 2021","Mar 17, 2021",19/20,Shoulder Injury,76,"Jul 31, 2020","Oct 15, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,164913,Daniele Baselli,Central Midfield,fc-turin,17/18,Unknown Injury,21,"Nov 13, 2017","Dec 4, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,59340,Jacopo Segre,Central Midfield,fc-turin,20/21,Muscular problems,14,"May 9, 2021","May 23, 2021",20/21,Unknown Injury,42,"Feb 18, 2021","Apr 1, 2021",20/21,Calf Problems,26,"Dec 19, 2020","Jan 14, 2021",20/21,Unknown Injury,48,"Oct 24, 2020","Dec 11, 2020",19/20,Flu,4,"Feb 14, 2020","Feb 18, 2020",19/20,Muscular problems,5,"Jan 31, 2020","Feb 5, 2020",19/20,Hamstring Injury,73,"Nov 1, 2019","Jan 13, 2020",19/20,Ankle Injury,50,"Jul 25, 2019","Sep 13, 2019",18/19,Knee Problems,5,"May 2, 2019","May 7, 2019",18/19,Twisted knee,28,"Mar 31, 2019","Apr 28, 2019",18/19,Unknown Injury,7,"Dec 9, 2018","Dec 16, 2018",18/19,Muscle Injury,13,"Sep 16, 2018","Sep 29, 2018",17/18,Adductor problems,9,"Apr 19, 2018","Apr 28, 2018",16/17,Unknown Injury,21,"Aug 1, 2016","Aug 22, 2016",15/16,Biceps femoris muscle injury,4,"Apr 30, 2016","May 4, 2016"
25,293210,Ibrahim Karamoko,Central Midfield,fc-turin,20/21,Lumbago,11,"May 12, 2021","May 23, 2021",20/21,Corona virus,13,"Nov 21, 2020","Dec 4, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,257474,Jean Freddi Greco,Central Midfield,fc-turin,20/21,Ankle problems,11,"May 7, 2021","May 18, 2021",20/21,Wirst Injury,4,"Mar 29, 2021","Apr 2, 2021",19/20,Calf Problems,9,"Nov 5, 2019","Nov 14, 2019",17/18,Hamstring Injury,9,"Apr 11, 2018","Apr 20, 2018",16/17,Unknown Injury,11,"Aug 19, 2016","Aug 30, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,336125,Simone Verdi,Attacking Midfield,fc-turin,20/21,Shoulder Injury,21,"Jan 15, 2021","Feb 5, 2021",20/21,Unknown Injury,14,"Nov 21, 2020","Dec 5, 2020",15/16,Torn Muscle Fibre,6,"Oct 29, 2015","Nov 4, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,75942,Amer Gojak,Attacking Midfield,fc-turin,20/21,Corona virus,34,"Jun 10, 2021","Jul 14, 2021",19/20,Fever,3,"Jan 11, 2020","Jan 14, 2020",19/20,Muscular problems,2,"Oct 30, 2019","Nov 1, 2019",15/16,Knock,62,"Jun 20, 2016","Aug 21, 2016",15/16,Edema in the knee,7,"Apr 14, 2016","Apr 21, 2016",14/15,Hamstring Injury,42,"Oct 20, 2014","Dec 1, 2014",13/14,Fractured Jaw,28,"Sep 23, 2013","Oct 21, 2013",13-12,Periostitis,67,"Jul 19, 2012","Sep 24, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,171399,Krisztofer Horv??th,Attacking Midfield,fc-turin,20/21,Thigh Problems,16,"May 7, 2021","May 23, 2021",20/21,Corona virus,16,"Feb 18, 2021","Mar 6, 2021",20/21,Unknown Injury,11,"Dec 17, 2020","Dec 28, 2020",20/21,Unknown Injury,5,"Dec 1, 2020","Dec 6, 2020",18/19,Hamstring Injury,13,"May 18, 2019","May 31, 2019",17/18,Medial Collateral Ligament Injury,37,"Apr 9, 2018","May 16, 2018",16/17,Hamstring Injury,37,"Jun 13, 2017","Jul 20, 2017",16/17,Knee Problems,54,"Oct 26, 2016","Dec 19, 2016",13/14,Unknown Injury,10,"Apr 17, 2014","Apr 27, 2014",13-12,Unknown Injury,4,"May 18, 2013","May 22, 2013",,,,,,,,,,,,,,,,,,,,,,,,,
30,86784,??lex Berenguer,Left Winger,fc-turin,20/21,Unknown Injury,7,"Feb 5, 2021","Feb 12, 2021",20/21,Thigh Problems,25,"Sep 10, 2020","Oct 5, 2020",19/20,Problems with the right hip flexor,23,"Dec 30, 2019","Jan 22, 2020",19/20,Medial Collateral Ligament Injury,6,"Nov 19, 2019","Nov 25, 2019",19/20,Adductor problems,7,"Oct 26, 2019","Nov 2, 2019",18/19,Adductor problems,4,"Nov 12, 2018","Nov 16, 2018",17/18,Stomach complaints,5,"Jan 31, 2018","Feb 5, 2018",16/17,Ankle problems,57,"May 4, 2017","Jun 30, 2017",16/17,Fitness,7,"Apr 20, 2017","Apr 27, 2017",16/17,Ruptured syndesmotic ligament,38,"Mar 13, 2017","Apr 20, 2017",16/17,Knee Problems,3,"Feb 20, 2017","Feb 23, 2017",16/17,Torn Collateral Ligament,3,"Dec 12, 2016","Dec 15, 2016",15/16,Thigh Muscle Strain,28,"Dec 10, 2015","Jan 7, 2016",15/16,Back trouble,7,"Nov 19, 2015","Nov 26, 2015",14/15,Back trouble,21,"May 18, 2015","Jun 8, 2015"
31,308279,Vincenzo Millico,Left Winger,fc-turin,21/22,Knee Problems,42,"Oct 21, 2021","Dec 2, 2021",21/22,Meniscal Injury,46,"Oct 17, 2021","Dec 2, 2021",20/21,Unknown Injury,13,"Nov 28, 2020","Dec 11, 2020",19/20,Cruciate Ligament Rupture,150,"Jun 24, 2020","Nov 21, 2020",17/18,Knee Injury,6,"Oct 7, 2017","Oct 13, 2017",16/17,Foot surgery,176,"Aug 8, 2016","Jan 31, 2017",15/16,Metatarsal Fracture,209,"Apr 30, 2016","Nov 25, 2016",14/15,Muscular problems,35,"Nov 29, 2014","Jan 3, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,42744,Iago Falque,Right Winger,fc-turin,20/21,Corona virus,23,"Nov 22, 2020","Dec 15, 2020",12-11,Surgery,61,"Apr 4, 2012","Jun 4, 2012",12-11,Nose surgery,43,"Oct 16, 2011","Nov 28, 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,373899,Simone Edera,Right Winger,fc-turin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,25508,Andrea Belotti,Centre-Forward,fc-turin,20/21,Quarantine,3,"Apr 22, 2021","Apr 25, 2021",20/21,Corona virus,17,"Apr 5, 2021","Apr 22, 2021",18/19,Unknown Injury,12,"Dec 15, 2018","Dec 27, 2018",15/16,Groin Injury,11,"Jan 21, 2016","Feb 1, 2016",14/15,Ankle Injury,5,"Apr 26, 2015","May 1, 2015",14/15,Ankle Injury,11,"Jan 1, 2015","Jan 12, 2015",13-12,Abdominal Strain,4,"Nov 29, 2012","Dec 3, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,96828,Antonio Sanabria,Centre-Forward,fc-turin,21/22,Knee Injury,51,"Aug 10, 2021","Sep 30, 2021",20/21,Muscle Fatigue,7,"Dec 12, 2020","Dec 19, 2020",20/21,Unknown Injury,21,"Oct 17, 2020","Nov 7, 2020",19/20,Thigh Problems,3,"Jun 26, 2020","Jun 29, 2020",19/20,Thigh Muscle Strain,33,"Jan 11, 2020","Feb 13, 2020",19/20,Distortion of the ankle,5,"Nov 8, 2019","Nov 13, 2019",19/20,Muscle Fatigue,16,"Oct 3, 2019","Oct 19, 2019",19/20,Knee Problems,17,"Aug 29, 2019","Sep 15, 2019",18/19,Muscular problems,10,"Oct 8, 2018","Oct 18, 2018",17/18,Hamstring Injury,7,"Apr 19, 2018","Apr 26, 2018",17/18,Knee Injury,7,"Nov 9, 2017","Nov 16, 2017",16/17,Knee Injury,25,"Dec 8, 2016","Jan 2, 2017",14/15,Muscle Fatigue,4,"Apr 16, 2015","Apr 20, 2015",14/15,Muscular problems,7,"Oct 27, 2014","Nov 3, 2014",,,,,
36,241527,Federico Bonazzoli,Centre-Forward,fc-turin,21/22,Bruise,15,"Oct 7, 2021","Oct 22, 2021",20/21,Muscle Fatigue,10,"Jan 11, 2021","Jan 21, 2021",20/21,Unknown Injury,13,"Dec 20, 2020","Jan 2, 2021",19/20,Thigh Muscle Strain,49,"Nov 11, 2019","Dec 30, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,55854,Simone Zaza,Centre-Forward,fc-turin,21/22,Biceps femoris muscle injury,26,"Oct 22, 2021","Nov 17, 2021",21/22,Muscle Fatigue,15,"Aug 12, 2021","Aug 27, 2021",20/21,Hamstring Injury,19,"Dec 17, 2020","Jan 5, 2021",20/21,Thigh Problems,3,"Dec 12, 2020","Dec 15, 2020",19/20,Calf Problems,7,"Jun 15, 2020","Jun 22, 2020",19/20,Calf Strain,47,"Dec 22, 2019","Feb 7, 2020",19/20,Biceps femoris muscle injury,28,"Aug 27, 2019","Sep 24, 2019",18/19,Biceps femoris muscle injury,8,"May 18, 2019","May 26, 2019",18/19,Twisted knee,58,"Aug 26, 2018","Oct 23, 2018",17/18,Surgery,38,"Dec 2, 2017","Jan 9, 2018",17/18,Muscle Fatigue,6,"Oct 21, 2017","Oct 27, 2017",16/17,Tear in the abductor muscle,41,"Apr 20, 2017","May 31, 2017",16/17,Medial Collateral Ligament Injury,31,"Aug 10, 2016","Sep 10, 2016",15/16,Appendicitis,17,"Mar 19, 2016","Apr 5, 2016",15/16,Biceps femoris muscle injury,19,"Feb 7, 2016","Feb 26, 2016"
38,390159,Nicola Rauti,Centre-Forward,fc-turin,21/22,Thigh Muscle Strain,21,"Oct 2, 2021","Oct 23, 2021",21/22,Tear in the abductor muscle,44,"Aug 10, 2021","Sep 23, 2021",20/21,Muscle Fatigue,46,"Nov 29, 2020","Jan 14, 2021",20/21,Unknown Injury,35,"Oct 17, 2020","Nov 21, 2020",19/20,Lumbago,13,"Feb 18, 2020","Mar 2, 2020",19/20,Fever,3,"Jan 3, 2020","Jan 6, 2020",19/20,Knee Problems,5,"Nov 21, 2019","Nov 26, 2019",18/19,Biceps femoris muscle injury,56,"Feb 25, 2019","Apr 22, 2019",17/18,Rupture of Outer Meniscus,87,"Feb 20, 2018","May 18, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
